# Residuals   
# Time        	p             	Ux            	Uy            
7.44314       	1.860450e-02	2.438946e-03	2.404909e-03
7.45261       	1.736766e-02	2.431889e-03	2.378353e-03
7.46209       	1.333400e-02	2.419128e-03	2.341207e-03
7.47157       	1.265950e-02	2.400432e-03	2.292522e-03
7.48105       	1.383305e-02	2.368069e-03	2.273455e-03
7.49052       	1.388219e-02	2.352512e-03	2.283763e-03
7.5           	1.516094e-02	2.360870e-03	2.284926e-03
7.51          	2.161585e-02	2.480013e-03	2.409916e-03
7.5198        	2.390984e-02	2.437328e-03	2.447244e-03
7.5296        	1.781253e-02	2.388568e-03	2.426205e-03
7.5394        	1.477081e-02	2.347802e-03	2.399933e-03
7.5492        	1.666747e-02	2.328935e-03	2.369628e-03
7.559         	1.393050e-02	2.317159e-03	2.330791e-03
7.5688        	1.396673e-02	2.296861e-03	2.305883e-03
7.57838       	1.956240e-02	2.259834e-03	2.290375e-03
