# Residuals   
# Time        	p             	Ux            	Uy            
6.13182       	1.806212e-03	1.342303e-04	1.135920e-04
6.13295       	1.656243e-03	1.340824e-04	1.137780e-04
6.13409       	1.627420e-03	1.339424e-04	1.137364e-04
6.13523       	1.682378e-03	1.338800e-04	1.138277e-04
6.13636       	1.627958e-03	1.338998e-04	1.138450e-04
6.1375        	1.521893e-03	1.339006e-04	1.137868e-04
6.13864       	1.618106e-03	1.337733e-04	1.138406e-04
6.13977       	1.661291e-03	1.335227e-04	1.137566e-04
6.14091       	1.663216e-03	1.336903e-04	1.137569e-04
6.14205       	1.500614e-03	1.335179e-04	1.138535e-04
6.14318       	1.593801e-03	1.334688e-04	1.139925e-04
6.14432       	1.636582e-03	1.334187e-04	1.139982e-04
6.14545       	1.762807e-03	1.335301e-04	1.139066e-04
6.14659       	1.662370e-03	1.335510e-04	1.140595e-04
6.14773       	1.584924e-03	1.336260e-04	1.142824e-04
6.14886       	1.550867e-03	1.337569e-04	1.144181e-04
6.15          	1.602418e-03	1.338196e-04	1.143091e-04
6.15114       	1.678436e-03	1.338322e-04	1.143106e-04
6.15227       	1.684621e-03	1.339642e-04	1.142691e-04
6.15341       	1.596802e-03	1.338825e-04	1.141356e-04
6.15455       	1.649560e-03	1.337109e-04	1.141027e-04
6.15568       	1.745878e-03	1.335599e-04	1.140606e-04
6.15682       	1.690595e-03	1.336981e-04	1.139667e-04
6.15795       	1.603132e-03	1.338824e-04	1.137863e-04
6.15909       	1.576284e-03	1.340151e-04	1.136471e-04
6.16023       	1.577667e-03	1.340999e-04	1.137275e-04
6.16136       	1.670839e-03	1.340753e-04	1.139509e-04
6.1625        	1.598129e-03	1.341480e-04	1.140249e-04
6.16364       	1.583646e-03	1.341312e-04	1.139540e-04
6.16477       	1.619608e-03	1.342243e-04	1.138115e-04
6.16591       	1.658600e-03	1.341781e-04	1.138410e-04
6.16705       	1.567564e-03	1.340501e-04	1.137176e-04
6.16818       	1.587108e-03	1.340370e-04	1.134782e-04
6.16932       	1.658589e-03	1.339405e-04	1.135485e-04
6.17045       	1.627727e-03	1.341303e-04	1.137226e-04
6.17159       	1.596494e-03	1.340568e-04	1.137987e-04
6.17273       	1.536558e-03	1.340698e-04	1.137511e-04
6.17386       	1.658001e-03	1.338156e-04	1.137371e-04
6.175         	1.679285e-03	1.338057e-04	1.137531e-04
6.17614       	1.726378e-03	1.340324e-04	1.136015e-04
6.17727       	1.627355e-03	1.341210e-04	1.136086e-04
6.17841       	1.649011e-03	1.340503e-04	1.134874e-04
6.17955       	1.636148e-03	1.338830e-04	1.137208e-04
6.18068       	1.659388e-03	1.338718e-04	1.138286e-04
6.18182       	1.619196e-03	1.338863e-04	1.138545e-04
6.18295       	1.640604e-03	1.339180e-04	1.139000e-04
6.18409       	1.649817e-03	1.338721e-04	1.141921e-04
6.18523       	1.705878e-03	1.339597e-04	1.143371e-04
6.18636       	1.637101e-03	1.341504e-04	1.143025e-04
6.1875        	1.627002e-03	1.341379e-04	1.144332e-04
6.18864       	1.662608e-03	1.342508e-04	1.143846e-04
6.18977       	1.638521e-03	1.344616e-04	1.143484e-04
6.19091       	1.654963e-03	1.345490e-04	1.143101e-04
6.19205       	1.696784e-03	1.344804e-04	1.141212e-04
6.19318       	1.698341e-03	1.342142e-04	1.142678e-04
6.19432       	1.634794e-03	1.341203e-04	1.142106e-04
6.19545       	1.795275e-03	1.340200e-04	1.142930e-04
6.19659       	1.587114e-03	1.339444e-04	1.141591e-04
6.19773       	1.529237e-03	1.338352e-04	1.144957e-04
6.19886       	1.527771e-03	1.338192e-04	1.144965e-04
6.2           	1.498909e-03	1.338069e-04	1.143804e-04
6.20114       	1.543532e-03	1.338708e-04	1.140679e-04
6.20227       	1.600356e-03	1.337332e-04	1.138633e-04
6.20341       	1.629026e-03	1.339754e-04	1.138523e-04
6.20455       	1.584701e-03	1.338370e-04	1.139535e-04
6.20568       	1.715821e-03	1.337671e-04	1.139331e-04
6.20682       	1.558491e-03	1.337025e-04	1.138070e-04
6.20795       	1.620673e-03	1.339611e-04	1.137377e-04
6.20909       	1.522399e-03	1.340656e-04	1.136746e-04
6.21023       	1.622899e-03	1.339427e-04	1.134867e-04
6.21136       	1.571988e-03	1.339585e-04	1.134963e-04
6.2125        	1.608538e-03	1.341211e-04	1.134898e-04
6.21364       	1.537720e-03	1.342020e-04	1.136424e-04
6.21477       	1.578748e-03	1.338905e-04	1.135756e-04
6.21591       	1.550089e-03	1.337764e-04	1.132375e-04
6.21705       	1.652485e-03	1.334820e-04	1.132984e-04
6.21818       	1.798977e-03	1.334709e-04	1.131333e-04
6.21932       	1.760027e-03	1.336200e-04	1.130189e-04
6.22045       	1.888106e-03	1.337840e-04	1.132474e-04
6.22159       	1.943205e-03	1.339186e-04	1.135172e-04
6.22273       	1.858857e-03	1.337502e-04	1.137933e-04
6.22386       	1.817487e-03	1.336982e-04	1.139945e-04
6.225         	1.862377e-03	1.340228e-04	1.143043e-04
