# Residuals   
# Time        	p             	Ux            	Uy            
48.6683       	1.443519e-02	1.428048e-03	1.324751e-03
48.6775       	1.455126e-02	1.425174e-03	1.346384e-03
48.6867       	1.809458e-02	1.437958e-03	1.370283e-03
48.6962       	2.056647e-02	1.475703e-03	1.416728e-03
48.7057       	1.980020e-02	1.445948e-03	1.401661e-03
48.7152       	1.777707e-02	1.451571e-03	1.500515e-03
48.7247       	1.767219e-02	1.461297e-03	1.369503e-03
48.7342       	1.581688e-02	1.462454e-03	1.420057e-03
48.7437       	1.716802e-02	1.463666e-03	1.387537e-03
48.7532       	1.719618e-02	1.463160e-03	1.397904e-03
48.763        	2.166809e-02	1.536329e-03	1.447831e-03
48.7729       	2.028285e-02	1.585855e-03	1.555025e-03
48.7828       	1.974739e-02	1.580825e-03	1.327111e-03
48.7927       	1.886102e-02	1.529966e-03	1.469487e-03
48.8025       	1.741852e-02	1.523042e-03	1.359520e-03
48.8124       	1.736947e-02	1.525737e-03	1.357207e-03
48.8223       	1.864221e-02	1.536795e-03	1.361023e-03
48.8322       	1.666685e-02	1.523850e-03	1.315338e-03
48.842        	1.712907e-02	1.530601e-03	1.302695e-03
48.8519       	1.678991e-02	1.502650e-03	1.323543e-03
48.8618       	1.637120e-02	1.502599e-03	1.345335e-03
48.8716       	1.849908e-02	1.499303e-03	1.282436e-03
48.8815       	1.654765e-02	1.483766e-03	1.317914e-03
48.8914       	1.696791e-02	1.494889e-03	1.274044e-03
48.9013       	1.592323e-02	1.482315e-03	1.269578e-03
48.9111       	1.669119e-02	1.479357e-03	1.271860e-03
48.921        	1.800665e-02	1.473329e-03	1.225816e-03
48.9298       	3.271438e-02	1.313526e-03	1.227387e-03
48.9386       	2.548999e-02	1.370701e-03	1.315470e-03
48.9473       	1.672430e-02	1.330214e-03	1.078891e-03
48.9561       	1.616438e-02	1.320934e-03	1.300821e-03
48.9649       	1.591746e-02	1.319827e-03	1.019430e-03
48.9737       	1.470116e-02	1.312763e-03	1.079283e-03
48.9824       	1.543699e-02	1.323828e-03	1.079645e-03
48.9912       	1.595854e-02	1.326846e-03	1.065296e-03
49            	1.512810e-02	1.331465e-03	1.074561e-03
49.0093       	2.050102e-02	1.396362e-03	1.126558e-03
49.0185       	1.858962e-02	1.407508e-03	1.183429e-03
49.0278       	1.617965e-02	1.409872e-03	1.035066e-03
49.037        	1.713332e-02	1.418256e-03	1.230946e-03
